Loudness,Energy,Duration,Tempo,Year
-15.498,0.0,182.33424,110.058,0
-5.659,0.0,231.73179,119.976,0
-11.958,0.0,278.54322,82.789,1995
-13.476,0.0,151.09179,130.272,0
-22.803,0.0,227.52608,147.853,0
-11.383,0.0,191.73832,131.624,1927
-12.307,0.0,210.18077,172.514,0
-2.191,0.0,117.08036,189.987,2007
-6.102,0.0,266.89261,126.983,2008
-4.242,0.0,186.40934,86.113,0
-7.495,0.0,131.81342,93.417,2008
-8.556,0.0,168.04526,144.649,0
-16.589,0.0,184.73751,91.589,0
-7.896,0.0,316.96934,187.844,2009
-8.415,0.0,201.03791,131.857,0
-5.676,0.0,137.63873,169.771,0
-22.517,0.0,519.8624,142.158,1988
-6.99,0.0,459.33669,84.655,0
-12.283,0.0,230.37342,139.841,0
-10.67,0.0,234.1873,113.571,0
-6.183,0.0,316.21179,110.441,2009
-19.64,0.0,229.98159,111.577,2003
-22.384,0.0,288.41751,75.416,0
-17.263,0.0,236.2771,141.022,0
-21.723,0.0,200.80281,95.026,0
-13.42,0.0,135.70567,135.048,0
-10.803,0.0,252.18567,117.892,0
-7.582,0.0,259.23873,92.785,0
-11.258,0.0,238.44526,88.018,2003
-12.392,0.0,373.39383,111.901,0
-11.359,0.0,324.70159,167.841,1969
-12.91,0.0,87.87546,74.666,0
-6.356,0.0,304.8224,94.304,1967
-16.021,0.0,325.25016,123.891,0
-8.301,0.0,333.322,73.545,1971
-13.227,0.0,52.00934,78.382,2005
-5.764,0.0,261.32853,125.02,2003
-3.973,0.0,321.17506,100.604,2008
-1.479,0.0,198.05995,76.986,1999
-5.614,0.0,230.29506,100.173,0
-18.169,0.0,26.67057,35.898,0
-18.713,0.0,305.65832,105.813,0
-15.164,0.0,196.62322,107.877,1930
-21.412,0.0,110.44526,92.29,0
-15.755,0.0,66.42893,186.13,0
-8.665,0.0,348.36853,111.465,0
-4.62,0.0,142.602,166.238,0
-5.737,0.0,216.81587,131.938,0
-5.298,0.0,225.17506,118.043,2006
-18.719,0.0,281.28608,77.306,1985
-16.215,0.0,179.59138,77.929,0
-4.188,0.0,153.67791,159.723,2007
-31.412,0.0,53.39383,160.409,2003
-9.449,0.0,257.59302,97.959,2006
-8.733,0.0,352.88771,133.391,2001
-5.849,0.0,319.63383,79.09,0
-13.763,0.0,131.57832,194.156,0
-13.792,0.0,319.60771,102.328,0
-2.599,0.0,218.61832,200.061,1999
-6.748,0.0,207.51628,117.985,2006
-8.57,0.0,286.4322,133.925,0
-8.225,0.0,149.91628,165.546,2004
-9.074,0.0,280.24118,64.811,2009
-9.492,0.0,463.49016,81.111,1973
-13.873,0.0,178.20689,96.212,0
-8.612,0.0,226.66404,95.243,0
-14.493,0.0,64.05179,102.95,0
-15.653,0.0,201.76934,95.655,0
-9.105,0.0,144.92689,144.803,2009
-11.124,0.0,123.29751,162.855,0
-12.371,0.0,378.06975,136.95,0
-37.065,0.0,142.41914,128.135,2002
-16.05,0.0,225.17506,165.263,0
-12.935,0.0,329.74322,101.988,0
-8.41,0.0,207.33342,195.976,2003
-5.945,0.0,215.11791,101.742,1989
-7.634,0.0,673.2273,127.992,0
-12.593,0.0,793.62567,127.923,1994
-12.436,0.0,304.32608,109.051,1989
-13.592,0.0,159.60771,105.202,1968
-11.255,0.0,124.47302,79.226,0
-15.995,0.0,149.2371,106.941,0
-11.851,0.0,173.68771,98.117,0
-6.186,0.0,209.99791,145.689,0
-3.487,0.0,129.88036,130.716,2000
-10.727,0.0,150.33424,120.172,0
-6.475,0.0,236.66893,90.009,2005
-12.469,0.0,189.33506,89.67,1992
-6.473,0.0,181.57669,117.966,2003
-8.077,0.0,129.74975,129.354,0
-17.019,0.0,168.64608,106.237,0
-6.318,0.0,402.62485,0.0,0
-4.732,0.0,239.90812,120.052,2001
-3.826,0.0,222.14485,92.68,0
-9.042,0.0,294.55628,114.011,0
-3.854,0.0,207.43791,137.951,0
-3.959,0.0,182.22975,225.669,1995
-8.726,0.0,252.96934,94.777,1992
-12.597,0.0,309.26322,106.438,0
-22.196,0.0,202.91873,83.065,0
-16.884,0.0,154.53995,121.815,0
-29.75,0.0,197.19791,127.782,2000
-10.764,0.0,191.68608,150.955,1984
-20.359,0.0,89.15546,90.66,2010
-3.306,0.0,280.21506,173.205,2001
-12.743,0.0,311.53587,106.742,0
-5.724,0.0,255.73832,101.167,2000
-18.152,0.0,362.60526,116.005,2003
-9.249,0.0,367.41179,174.57,0
-18.245,0.0,392.4371,130.316,0
-9.035,0.0,222.92853,93.056,0
-23.095,0.0,278.38649,127.113,0
-9.479,0.0,692.06159,121.201,0
-20.816,0.0,156.96934,127.547,0
-15.279,0.0,208.90077,160.981,0
-10.653,0.0,239.59465,173.841,0
-5.644,0.0,262.5824,90.013,0
-6.533,0.0,192.46975,81.986,2009
-4.022,0.0,174.602,142.01,2004
-19.376,0.0,160.70485,123.049,0
-7.268,0.0,98.89914,182.57,2001
-6.017,0.0,263.60118,130.691,0
-5.946,0.0,164.8322,130.64,0
-4.982,0.0,200.9073,181.889,2006
-6.942,0.0,194.40281,145.228,1994
-8.059,0.0,205.7922,129.488,2005
-12.838,0.0,9.66485,67.046,0
-2.769,0.0,257.2273,140.994,0
-17.92,0.0,323.99628,183.935,0
-14.409,0.0,194.01098,139.685,1984
-8.672,0.0,281.88689,92.881,0
-7.356,0.0,250.3571,125.783,1980
-5.516,0.0,173.37424,201.333,2007
-2.968,0.0,288.83546,200.534,0
-12.708,0.0,118.49098,173.709,0
-6.724,0.0,201.482,108.018,0
-5.304,0.0,223.52934,111.004,2000
-21.506,0.0,113.78893,96.709,1989
-8.154,0.0,180.50567,109.018,2001
-13.159,0.0,240.43057,120.231,0
-3.287,0.0,149.55057,115.606,0
-10.393,0.0,177.3971,117.381,1967
-18.533,0.0,316.89098,161.621,0
-9.055,0.0,352.86159,41.21,2003
-10.037,0.0,219.66322,194.704,0
-10.72,0.0,184.2673,98.623,1996
-10.612,0.0,250.27873,85.453,1967
-17.057,0.0,285.3873,116.423,2007
-12.21,0.0,193.4624,82.571,0
-6.241,0.0,173.81832,161.782,2000
-11.931,0.0,182.83057,166.906,1996
-12.139,0.0,262.79138,98.645,0
-4.238,0.0,323.18649,150.11,2007
-11.216,0.0,173.26975,138.028,0
-7.162,0.0,177.94567,118.835,2006
-15.926,0.0,623.72526,131.578,0
-5.434,0.0,252.52526,215.916,0
-11.448,0.0,364.48608,95.997,0
-7.688,0.0,295.3922,74.166,0
-11.508,0.0,144.1171,110.323,1961
-11.156,0.0,189.57016,67.904,2005
-12.584,0.0,228.5971,81.809,0
-13.898,0.0,170.50077,166.05,0
-4.184,0.0,222.17098,187.716,0
-4.639,0.0,295.57506,117.116,0
-5.498,0.0,263.8624,136.459,1995
-5.155,0.0,219.74159,141.45,2003
-8.334,0.0,130.82077,149.054,0
-18.184,0.0,259.68281,141.51,0
-7.54,0.0,189.30893,86.902,1977
-9.89,0.0,158.98077,140.659,1982
-16.336,0.0,322.87302,72.937,1990
-7.657,0.0,163.36934,184.964,0
-20.446,0.0,123.11465,162.103,0
-7.865,0.0,417.67138,181.549,2004
-5.993,0.0,181.81179,200.375,2006
-6.478,0.0,267.36281,92.012,1992
-14.094,0.0,249.20771,121.001,0
-5.563,0.0,255.00689,149.948,2004
-7.299,0.0,231.54893,185.97,2002
-5.814,0.0,258.92526,186.012,1993
-4.854,0.0,196.72771,124.534,0
-5.906,0.0,238.39302,85.973,0
-12.22,0.0,254.32771,94.888,0
-6.051,0.0,271.12444,152.461,1991
-7.7,0.0,235.17995,145.949,0
-10.196,0.0,208.90077,89.927,2007
-7.31,0.0,124.94322,120.703,1991
-4.683,0.0,298.13506,64.006,2003
-5.953,0.0,230.63465,135.914,2009
-11.236,0.0,200.202,108.914,0
-8.224,0.0,264.61995,117.295,0
-8.521,0.0,227.36934,121.981,1995
-23.15,0.0,225.04444,100.893,2002
-10.362,0.0,174.34077,113.082,2001
-8.525,0.0,357.85098,125.995,2007
-4.998,0.0,201.87383,113.326,2003
-9.01,0.0,207.56853,105.671,0
-5.779,0.0,233.76934,140.13,0
-24.83,0.0,326.42567,95.111,1992
-19.157,0.0,107.7024,163.385,0
-12.437,0.0,147.69587,94.105,0
-9.84,0.0,204.53832,110.666,1998
-4.002,0.0,271.85587,120.119,2008
-13.224,0.0,242.88608,122.298,0
-8.005,0.0,125.41342,180.296,1998
-10.566,0.0,221.28281,110.551,0
-6.518,0.0,275.69587,80.979,1999
-14.51,0.0,260.38812,100.006,0
-9.381,0.0,366.13179,140.316,0
-13.637,0.0,198.86975,107.087,2003
-6.774,0.0,347.84608,152.214,2002
-11.484,0.0,242.59873,151.882,0
-11.105,0.0,198.79138,100.081,2005
-2.999,0.0,233.50812,102.165,0
-9.693,0.0,208.3522,183.827,0
-9.517,0.0,237.7922,90.282,2004
-11.404,0.0,276.16608,201.651,0
-4.442,0.0,225.64526,110.994,2006
-4.853,0.0,285.49179,91.101,2005
-7.551,0.0,195.10812,158.103,0
-8.774,0.0,188.47302,178.192,0
-12.468,0.0,181.91628,84.05,0
-7.654,0.0,186.40934,133.811,0
-8.691,0.0,237.87057,113.156,2002
-9.65,0.0,158.45832,95.036,2005
-2.617,0.0,249.99138,128.702,1995
-5.573,0.0,232.88118,167.951,0
-5.991,0.0,189.75302,168.248,2007
-3.049,0.0,323.21261,93.235,2000
-8.493,0.0,220.94322,103.77,0
-7.751,0.0,232.30649,89.998,1994
-13.179,0.0,617.82159,148.505,2003
-11.857,0.0,129.25342,117.076,0
-4.059,0.0,178.33751,85.112,2004
-4.812,0.0,284.47302,174.282,0
-10.791,0.0,191.50322,166.687,0
-5.371,0.0,208.97914,128.714,2002
-21.881,0.0,207.04608,69.538,0
-7.693,0.0,218.22649,120.006,2003
-4.568,0.0,247.01342,106.724,0
-6.375,0.0,298.89261,119.903,1983
-7.736,0.0,219.19302,176.153,1980
-13.607,0.0,148.00934,112.071,0
-9.883,0.0,107.57179,108.917,0
-13.512,0.0,180.00934,90.177,2000
-10.203,0.0,235.91138,100.145,0
-20.193,0.0,245.39383,95.179,0
-17.714,0.0,188.94322,99.076,1927
-5.492,0.0,235.41506,129.318,1992
-4.852,0.0,243.722,126.105,2007
-5.981,0.0,230.42567,86.82,2003
-12.714,0.0,282.69669,84.064,1975
-9.848,0.0,159.55546,105.29,0
-5.202,0.0,260.54485,129.984,2006
-12.298,0.0,121.70404,74.82,0
-8.09,0.0,278.59546,120.411,0
-8.754,0.0,235.78077,153.738,1997
-8.962,0.0,274.20689,168.946,0
-16.937,0.0,201.09016,79.53,1999
-2.397,0.0,229.22404,114.061,2007
-9.139,0.0,157.88363,116.949,0
-22.492,0.0,151.01342,137.219,0
-11.814,0.0,248.78975,128.598,1989
-4.99,0.0,318.9024,84.103,0
-8.596,0.0,199.94077,100.048,0
-8.871,0.0,145.78893,156.074,1997
-8.405,0.0,247.32689,90.666,2005
-12.839,0.0,156.682,78.453,2006
-14.711,0.0,110.34077,77.5,0
-15.777,0.0,237.24363,118.713,0
-4.994,0.0,138.4224,201.951,0
-4.379,0.0,80.3522,141.836,2006
-7.837,0.0,50.9122,81.901,2004
-10.56,0.0,317.88363,100.295,0
-7.005,0.0,163.082,122.403,0
-12.586,0.0,275.85261,81.38,0
-6.664,0.0,290.63791,123.635,2009
-7.397,0.0,184.73751,162.876,0
-11.766,0.0,283.74159,116.621,2003
-17.91,0.0,277.10649,88.761,0
-11.473,0.0,154.69669,89.201,0
-17.941,0.0,157.28281,138.508,0
-2.844,0.0,75.49342,126.4,0
-3.753,0.0,212.29669,85.029,2005
-36.835,0.0,269.7922,76.499,1998
-6.076,0.0,529.91955,85.316,0
-23.874,0.0,43.51955,35.931,1993
-7.434,0.0,194.79465,73.136,0
-7.974,0.0,222.09261,106.769,1998
-11.828,0.0,212.47955,135.087,0
-14.28,0.0,152.58077,80.738,1987
-7.769,0.0,307.35628,135.982,2005
-1.622,0.0,242.52036,88.043,2003
-9.911,0.0,297.76934,140.173,2007
-30.293,0.0,91.95057,72.001,0
-4.134,0.0,171.80689,167.954,2006
-6.097,0.0,253.70077,124.025,0
-6.589,0.0,233.01179,169.235,0
-9.99,0.0,204.85179,146.445,1981
-13.12,0.0,146.83383,90.61,0
-9.221,0.0,126.6673,135.407,0
-14.876,0.0,171.49342,136.915,0
-8.983,0.0,213.91628,91.981,0
-8.189,0.0,145.76281,130.756,0
-9.148,0.0,267.20608,150.848,1997
-18.263,0.0,205.21751,60.11,0
-7.071,0.0,121.0771,172.716,0
-7.232,0.0,305.34485,118.052,2006
-21.835,0.0,168.51546,67.405,0
-2.001,0.0,231.54893,120.977,0
-15.01,0.0,161.38404,138.25,0
-5.025,0.0,218.61832,157.909,2006
-7.087,0.0,112.95302,118.041,2006
-8.506,0.0,307.87873,180.129,0
-9.033,0.0,286.24934,119.428,1999
-9.191,0.0,212.21832,159.702,1998
-16.724,0.0,270.68036,101.455,2006
-11.663,0.0,194.37669,74.809,1974
-11.459,0.0,156.42077,89.995,0
-12.161,0.0,448.62649,123.007,0
-11.786,0.0,188.52526,112.081,0
-6.917,0.0,68.98893,123.965,2008
-7.405,0.0,227.44771,99.238,0
-14.293,0.0,263.94077,111.492,1997
-6.654,0.0,200.38485,96.024,2009
-7.462,0.0,269.73995,103.009,2002
-9.614,0.0,85.26322,86.536,1983
-2.932,0.0,196.64934,108.831,0
-11.536,0.0,316.36853,119.194,0
-6.53,0.0,312.94649,119.987,0
-5.911,0.0,220.96934,96.287,2002
-27.863,0.0,195.89179,58.294,0
-13.526,0.0,175.15057,116.195,0
-6.326,0.0,277.73342,128.004,0
-14.866,0.0,43.38893,122.843,2005
-16.685,0.0,452.25751,168.035,1992
-9.364,0.0,270.05342,118.144,2005
-9.718,0.0,237.60934,116.075,0
-10.44,0.0,188.99546,111.459,1984
-6.373,0.0,234.39628,99.75,2007
-9.277,0.0,335.5424,184.004,2009
-9.217,0.0,158.77179,111.261,1972
-8.183,0.0,271.98649,80.292,1988
-9.114,0.0,214.49098,200.016,2006
-9.693,0.0,144.71791,125.028,0
-13.615,0.0,469.60281,86.992,1975
-13.781,0.0,192.65261,160.011,1967
-15.813,0.0,319.26812,128.808,0
-13.239,0.0,227.65669,93.728,1997
-10.017,0.0,341.36771,109.099,1997
-16.862,0.0,196.64934,205.323,0
-24.22,0.0,292.17914,141.229,2002
-7.028,0.0,294.86975,111.408,0
-7.383,0.0,223.05914,93.011,2003
-25.752,0.0,161.43628,91.889,2008
-3.357,0.0,193.98485,185.063,0
-15.911,0.0,146.02404,144.538,1967
-7.703,0.0,167.44444,120.928,2009
-25.458,0.0,1130.94485,79.266,0
-7.013,0.0,408.73751,203.016,0
-30.854,0.0,78.47138,66.153,0
-7.973,0.0,229.32853,99.984,0
-15.188,0.0,239.17669,229.049,0
-17.253,0.0,87.40526,102.399,0
-9.168,0.0,185.99138,146.053,2007
-22.377,0.0,155.402,87.038,2000
-5.672,0.0,218.04363,73.178,2007
-6.291,0.0,213.4722,96.091,2008
-3.851,0.0,227.05587,96.875,0
-3.624,0.0,217.49506,190.116,2005
-11.298,0.0,151.87546,123.085,0
-5.113,0.0,295.3922,130.017,2001
-13.462,0.0,339.80036,125.648,0
-3.352,0.0,159.76444,197.143,0
-7.204,0.0,130.66404,130.49,1989
-15.135,0.0,266.39628,144.217,0
-4.706,0.0,188.65587,150.077,2008
-8.489,0.0,281.86077,100.98,2008
-7.412,0.0,181.39383,103.14,0
-8.615,0.0,193.67138,98.752,1991
-9.528,0.0,203.25832,160.336,0
-14.09,0.0,119.90159,111.12,1968
-11.655,0.0,128.96608,111.01,0
-9.213,0.0,274.54649,103.997,1997
-17.075,0.0,172.59057,82.016,0
-8.817,0.0,117.34159,75.738,0
-15.001,0.0,131.10812,91.523,1997
-4.129,0.0,205.40036,104.036,1999
-12.38,0.0,234.78812,160.443,0
-14.613,0.0,209.60608,165.303,1981
-9.531,0.0,225.41016,130.677,1994
-7.613,0.0,198.00771,153.911,0
-5.015,0.0,172.25098,184.884,1983
-4.003,0.0,513.43628,137.896,0
-5.388,0.0,321.2273,182.01,0
-5.971,0.0,211.69587,88.096,2007
-12.066,0.0,215.01342,141.964,0
-3.944,0.0,313.36444,88.336,1998
-10.307,0.0,160.26077,210.858,0
-17.621,0.0,415.99955,106.324,0
-16.154,0.0,198.37342,94.303,0
-14.768,0.0,404.21832,101.073,0
-15.853,0.0,165.0673,99.006,0
-5.775,0.0,163.81342,138.703,1983
-4.104,0.0,285.09995,116.512,1985
-17.216,0.0,209.05751,96.952,0
-9.146,0.0,179.43465,97.571,1973
-14.962,0.0,163.94404,97.52,1964
-12.688,0.0,242.07628,146.306,0
-7.916,0.0,401.8673,86.505,2003
-3.103,0.0,210.70322,115.717,0
-5.977,0.0,285.83138,165.965,1991
-12.555,0.0,248.92036,131.964,0
-9.07,0.0,299.85914,153.819,0
-6.135,0.0,234.16118,96.007,2001
-10.998,0.0,209.47546,92.685,1982
-5.152,0.0,105.84771,112.292,2001
-5.344,0.0,271.5424,150.529,2005
-10.174,0.0,297.35138,133.329,0
-7.711,0.0,214.41261,76.549,0
-12.872,0.0,180.32281,124.335,0
-6.73,0.0,264.46322,90.035,0
-7.386,0.0,238.68036,160.887,2007
-5.437,0.0,313.3122,113.746,2006
-11.887,0.0,220.39465,163.937,0
-8.189,0.0,205.11302,90.07,1999
-14.451,0.0,194.45506,89.625,0
-18.342,0.0,456.69832,66.856,1971
-3.737,0.0,227.5522,105.931,2004
-25.556,0.0,177.26649,132.043,0
-9.152,0.0,134.81751,139.301,0
-3.315,0.0,171.67628,137.926,0
-3.831,0.0,330.08281,93.502,2002
-7.372,0.0,225.43628,84.373,1996
-5.074,0.0,269.29587,130.461,1986
-11.923,0.0,176.37832,99.829,2001
-4.612,0.0,237.13914,85.263,2004
-5.652,0.0,247.77098,150.788,0
-25.349,0.0,225.14893,79.261,0
-11.867,0.0,91.34975,95.502,0
-4.481,0.0,217.75628,161.899,0
-8.208,0.0,153.33832,128.022,2009
-3.753,0.0,189.54404,162.019,0
-13.906,0.0,121.67791,100.831,0
-12.452,0.0,234.57914,91.044,0
-8.99,0.0,40.17587,112.549,0
-18.498,0.0,171.75465,101.163,0
-6.73,0.0,346.27873,190.01,0
-6.655,0.0,145.99791,103.541,0
-8.278,0.0,228.72771,124.104,0
-4.66,0.0,207.09832,154.354,2008
-5.189,0.0,174.99383,100.119,0
-10.692,0.0,232.59383,159.89,0
-4.045,0.0,338.442,133.983,0
-5.567,0.0,314.20036,142.141,2004
-7.163,0.0,318.17098,113.092,0
-3.285,0.0,275.90485,93.225,2007
-7.872,0.0,247.53587,156.26,0
-13.977,0.0,445.57016,146.685,0
-8.025,0.0,351.45098,85.003,0
-6.318,0.0,395.49342,128.955,0
-21.394,0.0,904.80281,146.354,0
-12.266,0.0,154.74893,165.578,0
-15.622,0.0,167.23546,157.532,0
-6.028,0.0,163.91791,119.2,2000
-26.455,0.0,198.89587,64.988,0
-12.898,0.0,151.09179,127.853,0
-9.444,0.0,236.79955,87.461,0
-5.77,0.0,198.42567,128.005,0
-11.019,0.0,275.43465,143.969,2004
-15.251,0.0,139.04934,187.44,0
-4.521,0.0,255.32036,104.04,2002
-6.609,0.0,357.14567,91.967,0
-9.308,0.0,236.5122,111.755,1990
-14.525,0.0,202.762,97.997,0
-14.194,0.0,182.04689,115.024,2004
-14.811,0.0,109.92281,110.06,0
-7.806,0.0,137.79546,103.948,0
-6.604,0.0,285.88363,130.023,0
-5.663,0.0,240.22159,160.018,0
-15.83,0.0,100.23138,128.666,1992
-11.185,0.0,148.87138,124.311,0
-11.462,0.0,433.42322,115.533,0
-6.838,0.0,385.25342,93.346,0
-10.554,0.0,147.85261,133.404,2004
-23.577,0.0,508.89098,109.936,0
-19.92,0.0,273.73669,136.163,0
-10.149,0.0,358.79138,126.271,0
-3.59,0.0,237.73995,102.724,1997
-17.569,0.0,255.7122,117.661,1983
-20.343,0.0,320.522,108.234,2000
-6.236,0.0,207.17669,117.027,2010
-17.728,0.0,318.48444,134.156,0
-6.309,0.0,209.03138,85.515,0
-9.518,0.0,201.06404,143.317,0
-8.234,0.0,198.76526,104.101,1994
-7.677,0.0,283.61098,85.897,2003
-8.403,0.0,212.37506,136.908,0
-25.342,0.0,291.97016,64.011,1991
-15.474,0.0,166.66077,75.959,0
-11.732,0.0,170.94485,143.431,0
-7.325,0.0,159.4771,117.882,0
-19.411,0.0,192.96608,94.681,0
-8.807,0.0,143.41179,134.937,0
-6.114,0.0,271.41179,105.062,0
-7.571,0.0,233.9522,120.006,2009
-3.194,0.0,297.53424,122.865,0
-12.505,0.0,197.51138,85.493,0
-14.237,0.0,277.08036,119.866,1996
-7.748,0.0,137.32526,62.614,0
-7.977,0.0,243.98322,141.118,2006
-9.423,0.0,126.64118,122.47,1993
-7.173,0.0,257.09669,140.17,0
-14.931,0.0,42.91873,201.541,0
-16.758,0.0,274.83383,76.562,0
-8.724,0.0,227.16036,122.161,0
-10.462,0.0,222.22322,101.694,0
-12.967,0.0,187.24526,100.929,0
-14.512,0.0,171.17995,92.905,0
-5.723,0.0,130.87302,173.071,1995
-14.313,0.0,185.57342,38.337,0
-4.902,0.0,333.42649,124.998,0
-9.349,0.0,229.66812,167.377,1992
-4.82,0.0,314.27873,70.876,1988
-9.353,0.0,289.61914,86.278,0
-20.737,0.0,262.26893,104.67,0
-12.464,0.0,203.25832,106.822,1995
-3.176,0.0,303.59465,125.02,0
-12.183,0.0,354.19383,135.57,2009
-8.535,0.0,330.16118,86.353,2009
-5.446,0.0,228.23138,111.995,2003
-11.769,0.0,189.93587,111.214,0
-10.819,0.0,147.77424,100.618,0
-10.541,0.0,173.29587,108.919,0
-17.611,0.0,268.48608,108.24,0
-8.885,0.0,285.17832,120.099,2008
-9.452,0.0,173.92281,154.159,0
-3.778,0.0,150.15138,91.357,2007
-5.775,0.0,257.54077,144.974,1992
-6.452,0.0,203.31057,100.009,2009
-23.923,0.0,90.14812,191.383,2008
-6.392,0.0,281.83465,73.052,0
-5.049,0.0,272.14322,143.864,0
-11.179,0.0,267.38893,98.001,0
-3.823,0.0,228.80608,170.017,0
-9.324,0.0,639.42485,101.172,0
-12.769,0.0,338.05016,71.031,2007
-5.563,0.0,325.92934,133.987,0
-3.282,0.0,258.16771,113.957,2007
-9.726,0.0,29.57016,133.211,0
-26.469,0.0,169.74322,119.187,2002
-12.235,0.0,313.20771,124.479,0
-15.235,0.0,297.76934,173.712,0
-8.924,0.0,230.42567,135.642,0
-8.149,0.0,298.762,159.986,0
-16.682,0.0,231.57506,124.759,0
-8.873,0.0,170.23955,74.739,0
-5.827,0.0,428.06812,131.971,1963
-5.055,0.0,448.54812,161.288,2000
-8.762,0.0,166.39955,155.065,0
-28.416,0.0,564.29669,90.582,0
-13.347,0.0,114.07628,75.11,1980
-5.431,0.0,197.90322,119.744,1971
-16.963,0.0,273.84118,87.581,1993
-11.224,0.0,202.21342,89.996,2002
-17.053,0.0,166.66077,112.625,1995
-5.157,0.0,299.31057,165.278,2004
-9.095,0.0,221.30893,47.96,2005
-16.308,0.0,192.96608,127.494,0
-10.599,0.0,206.52363,106.499,2009
-5.548,0.0,193.72363,135.045,2008
-16.503,0.0,221.6224,70.196,0
-10.104,0.0,373.52444,104.692,0
-16.972,0.0,62.51057,98.467,0
-6.708,0.0,246.09914,127.911,0
-5.713,0.0,306.96444,86.658,2005
-13.844,0.0,280.5024,76.716,2000
-6.548,0.0,203.7024,123.522,1998
-9.139,0.0,235.80689,176.591,0
-12.969,0.0,516.362,135.189,0
-9.546,0.0,179.40853,122.405,0
-9.309,0.0,166.86975,94.971,1998
-13.157,0.0,319.39873,113.097,0
-9.691,0.0,334.18404,131.752,2004
-17.276,0.0,473.49506,115.405,0
-29.342,0.0,207.09832,60.439,0
-6.86,0.0,59.95057,96.058,0
-16.472,0.0,173.50485,93.707,1950
-41.806,0.0,313.73016,43.877,0
-6.311,0.0,288.39138,192.021,0
-7.553,0.0,270.10567,99.914,2004
-19.345,0.0,94.9024,148.653,2005
-4.286,0.0,232.48934,110.016,0
-17.198,0.0,181.60281,168.248,0
-16.945,0.0,52.45342,155.954,0
-13.552,0.0,203.65016,100.278,0
-14.18,0.0,234.73587,120.049,2004
-9.645,0.0,316.99546,121.966,1973
-7.417,0.0,273.24036,121.99,0
-6.292,0.0,286.53669,98.513,2001
-5.13,0.0,166.32118,81.419,1991
-6.303,0.0,273.03138,157.007,0
-12.113,0.0,132.30975,148.68,0
-4.177,0.0,249.67791,120.638,2004
-7.212,0.0,303.04608,90.02,2000
-6.021,0.0,216.81587,115.62,1969
-8.592,0.0,45.37424,150.111,2007
-8.253,0.0,253.09995,120.356,0
-5.936,0.0,168.25424,134.102,1996
-4.658,0.0,223.63383,125.367,0
-5.264,0.0,165.85098,155.112,0
-12.36,0.0,152.94649,115.42,0
-6.062,0.0,229.14567,77.722,2007
-17.321,0.0,178.99057,86.762,0
-8.574,0.0,229.51138,155.769,2003
-12.368,0.0,31.32036,60.046,2005
-5.865,0.0,278.12526,121.004,0
-4.135,0.0,53.36771,231.145,0
-21.141,0.0,166.05995,158.009,0
-13.826,0.0,175.59465,98.465,0
-6.234,0.0,171.4673,134.089,0
-3.878,0.0,395.04934,85.316,0
-10.496,0.0,164.57098,94.234,0
-14.299,0.0,182.56934,107.593,1966
-7.235,0.0,163.99628,84.017,0
-7.546,0.0,461.11302,145.05,0
-9.462,0.0,136.38485,86.708,2004
-6.902,0.0,217.91302,136.06,0
-7.616,0.0,215.66649,157.5,1992
-9.816,0.0,261.22404,172.789,0
-25.471,0.0,10.68363,68.798,0
-4.845,0.0,223.4771,146.238,0
-3.819,0.0,237.92281,140.026,0
-6.957,0.0,116.89751,130.196,0
-7.746,0.0,344.81587,90.01,0
-14.316,0.0,269.26975,127.91,0
-14.377,0.0,158.53669,123.852,0
-21.031,0.0,703.9473,107.684,0
-7.198,0.0,272.69179,90.184,2000
-6.565,0.0,245.99465,165.779,1993
-14.175,0.0,193.56689,126.881,0
-28.158,0.0,85.15873,42.183,2009
-9.298,0.0,293.09342,102.347,2007
-16.21,0.0,143.62077,172.326,1994
-9.723,0.0,132.8322,89.148,0
-7.335,0.0,330.37016,108.023,2007
-14.535,0.0,154.8273,67.863,0
-4.024,0.0,426.78812,144.252,1992
-3.869,0.0,204.95628,97.687,2006
-8.216,0.0,345.59955,104.666,0
-16.891,0.0,146.46812,82.264,1994
-5.819,0.0,164.70159,171.52,0
-12.789,0.0,134.21669,131.395,0
-9.565,0.0,199.88853,85.999,0
-5.251,0.0,78.05342,166.93,0
-12.162,0.0,480.80934,89.977,0
-12.99,0.0,184.21506,102.366,0
-7.899,0.0,249.28608,87.146,1999
-6.263,0.0,239.82975,140.972,2006
-13.557,0.0,203.78077,97.972,0
-4.07,0.0,291.21261,179.82,0
-9.306,0.0,415.81669,131.272,1991
-14.636,0.0,190.69342,132.261,1998
-12.418,0.0,182.46485,141.662,0
-12.998,0.0,119.09179,63.316,0
-9.612,0.0,171.59791,123.816,0
-6.143,0.0,252.13342,124.062,0
-7.971,0.0,382.01424,137.589,1994
-9.068,0.0,180.53179,151.498,2009
-18.696,0.0,285.88363,133.227,0
-3.779,0.0,122.72281,200.06,2006
-15.686,0.0,185.62567,102.976,0
-21.49,0.0,158.24934,42.696,0
-11.403,0.0,668.62975,86.702,0
-5.419,0.0,151.09179,144.678,2009
-12.367,0.0,317.09995,85.989,2006
-3.508,0.0,235.54567,133.191,0
-9.259,0.0,265.76934,0.0,1991
-9.758,0.0,255.97342,87.848,2002
-15.033,0.0,277.99465,101.773,0
-14.923,0.0,123.19302,185.266,0
-10.204,0.0,167.67955,87.294,0
-7.746,0.0,286.45832,144.03,0
